Your English bahut achcha: NZ commentator to Man of the Match Shami,"During the third New Zealand-India ODI presentation ceremony, India fast bowler Mohammad Shami talked to New Zealand cricketer-turned-commentator Simon Doull in English after being awarded Man of the Match. Shami answered to Doull in English despite Virat Kohli being called to interpret. Praising the 28-year-old pacer, Doull said, ""Your English bahut achcha (Your English is very good)"". "
"Pandya takes flying catch, 2 wickets on return after suspension","All-rounder Hardik Pandya took a flying catch to dismiss New Zealand captain Kane Williamson on his return to Team India playing XI in the third ODI today. Williamson came down the track and flicked the ball near the midwicket, where Pandya flew to his left and plucked the catch. Pandya also registered bowling figures of 10-0-45-2 in the match."
Raj Thackeray's son Amit marries fashion designer Mitali Borude,"Maharashtra Navnirman Sena (MNS) president Raj Thackeray's son Amit Thackeray married his fiancÃ©e and fashion designer Mitali Borude in Mumbai on Sunday in a traditional Maharashtrian-style marriage ceremony. Their wedding festivities were attended by prominent politicians, Bollywood celebrities including Amitabh Bachchan and industrialists like Mukesh Ambani. The couple, who are childhood friends, had got engaged on December 11, 2017."
PM Modi's Bengal rally shifted as venue pre-booked by TMC,"The BJP has decided to shift the venue of PM Narendra Modi's rally in West Bengal's North 24 Parganas' Thakurnagar to another nearby ground. The ground, where PM Modi was supposed to address the mega-gathering on February 2, was booked by the Trinamool Congress for a week-long religious programme. The venue did not meet the security requirements, the BJP said."
"Author Stephen King praises Tesla's 'fart' app, Elon Musk responds","American author Stephen King praised Tesla car's 'fart' app in a tweet saying, ""I'm sort of liking the 'fart' app. Pretty stupid, but also quite amusing."" Tesla CEO Elon Musk responded to the author in a tweet saying, ""Itâs an honor, sir! Thanks for owning a Tesla."" In a software update last year, Tesla added six different on-demand fart noises."
"Ex-Karnataka CM snatches woman's mic at public meeting, video viral","In a video that has gone viral, former Karnataka CM Siddaramaiah was seen losing his cool and snatching a woman complainant's mic at a public meeting in Mysuru. Snatching the mic resulted in her dupatta being pulled off. The National Commission for Women chief Rekha Sharma said she'll raise the matter with Karnataka DGP to file an FIR against Siddaramaiah."
Woman fined â¹25 lakh for fake molestation case threat,"The Bombay High Court has imposed a fine of â¹25 lakh on a Haryana woman who allegedly threatened to file fake molestation case against the court receiver and representatives of a Mumbai-based company. The woman, an entrepreneur, had a fight with the company over trademark infringement. She later confessed to the court that she didn't exactly mean what she said."
Tamil Nadu man finds 3-metre-long snake in bike's headlight,"A man found a three-metre-long snake coiled inside the headlight of his bike in Tamil Nadu's Thiruvarur. He had parked his bike outside a mosque for a little while and it was during this time that the snake snuggled into his bike, report said. With the help of locals, the man removed the snake from the bike, the report added."
"Families fight as bride refuses to cover head, cancel wedding in MP",The wedding of Varsha Sonawa and Vallabh Pancholi in Madhya Pradesh was cancelled after their families fought after the bride refused to cover her head. The groom's family objected to Varsha wearing an evening gown and insisted that she should wear saree. The groom took the entire baraat to the police station to lodge an FIR against the bride's family.
"SUV, gold, cash robbed from family at gunpoint in Haryana","A group of four to five thieves on Sunday stole an SUV, gold ornaments, cash and four mobile phones from a family and their friends at gunpoint at a farmhouse in Haryana, police said. The accused then locked all the victims in a room before escaping. The accused who barged into the farmhouse had covered their faces, said the police."
Indian-origin Kamala Harris launches 2020 presidential campaign,"First-term US Democratic Senator Kamala Harris launched her 2020 presidential campaign on Sunday at a rally in her hometown Oakland. ""We are at an inflexion point in the history of our nation. We are here because the American dream and our American democracy are under attack and on the line like never before,"" the 54-year-old said criticising President Donald Trump."
"Saurashtra into Ranji final after tons from Pujara, Jackson","Saurashtra reached the final of the Ranji Trophy after Cheteshwar Pujara and Sheldon Jackson hit tons in the second innings to help their side beat Karnataka by five wickets on Monday. Saurashtra will face Vidarbha in the final, which starts on February 3. Saurashtra are aiming to win their maiden Ranji Trophy title while Vidarbha are the current defending champions."
Not slept much the past week: Australia team coach Langer,"Australian team coach Justin Langer said that he had not been able to sleep much before the first Test against Sri Lanka as he kept imagining the situation where Australia would get beaten at the Gabba. Speaking about the series loss to India, Langer said, ""There's no scarring there. Just adds a few layers to their [players'] character."""
"When you stub your toe, user tweets on Brock Lesnar's photo","Reacting to wrestler Brock Lesnar's photo from the Royal Rumble shared by the WWE Universe Twitter account, a user tweeted, ""When you hit just your pinky toe against a nightstand in the dark.#RoyalRumble"". Other users reacted to the image with tweets like, ""When you realize tomorrow is Monday"" and ""When your boss comes into your cube and you're on YouTube."""
Google Assistant to scan face to personalise commands: Report,"Google may be working on a face scanning feature for its voice-enabled Assistant that would scan users' faces to provide personalised commands on camera-equipped devices, as per a report. Further, the feature will have multi-user support that lets users invite other people to create profiles, the report added. The updated beta version of Android's Google app reportedly revealed this development. "
4 of UK's 5 top-selling keyless cars at theft risk: Report,"According to consumer group 'Which?', many cars including four of UK's five best-selling keyless cars are at risk of being stolen using ""cheap"" technology that exploits keyless entry. Only three of 237 tested cars weren't susceptible to being both unlocked and started, the report stated. Ford Fiesta, Volkswagen Golf, Nissan Qashqai and Ford Focus were reportedly among susceptible top-selling cars."
Employees demand BuzzFeed pay fired staff for paid time off,"Over 400 current and former employees of online media outlet BuzzFeed have demanded it pay earned paid time off (PTO) or unused vacation days to recently fired US employees. ""It is unconscionable that BuzzFeed could justify doing so for some...not others,"" the employees said. They added BuzzFeed is paying PTO to fired employees in California, where it's required by law."
